_num,_widgetName,_source,_resultNumber,_pageUrl,movietitle,year,people,image,description
33,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,33,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Minority Report,2002,Director: Steven Spielberg; Stars: Tom Cruise Colin Farrell Samantha Morton Max von Sydow,<img height="209" width="140" alt="Image of Minority Report" title="Image of Minority Report" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTc1NDI5NzQyNF5BMl5BanBnXkFtZTYwMjc4NTE5._V1._SY209_CR10140209_.jpg" />; <img height="209" width="140" alt="Image of Minority Report" title="Image of Minority Report" src="http://ia.media-imdb.com/images/M/MV5BMTc1NDI5NzQyNF5BMl5BanBnXkFtZTYwMjc4NTE5._V1._SY209_CR10140209_.jpg" class="zero-z-index" />,In a future where a special police unit is able to arrest murderers before they commit their crimes an officer from that unit is himself accused of a future murder. (145 mins.)
34,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,34,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Reign of Fire,2002,Director: Rob Bowman; Stars: Matthew McConaughey Christian Bale Izabella Scorupco Gerard Butler,<img height="209" width="140" alt="Image of Reign of Fire" title="Image of Reign of Fire" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTQzMTUxNTMxNV5BMl5BanBnXkFtZTYwODg2ODU3._V1._SY209_CR20140209_.jpg" />; <img height="209" width="140" alt="Image of Reign of Fire" title="Image of Reign of Fire" src="http://ia.media-imdb.com/images/M/MV5BMTQzMTUxNTMxNV5BMl5BanBnXkFtZTYwODg2ODU3._V1._SY209_CR20140209_.jpg" class="zero-z-index" />,A brood of fire-breathing dragons emerges from the earth and begins setting fire to everything establishing dominance over the planet. (101 mins.)
35,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,35,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Resident Evil,2002,Director: Paul W.S. Anderson; Stars: Milla Jovovich Michelle Rodriguez Ryan McCluskey Oscar Pearce,<img height="209" width="140" alt="Image of Resident Evil" title="Image of Resident Evil" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTI5NzQ3OTI1NF5BMl5BanBnXkFtZTYwMDgyNTk5._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Resident Evil" title="Image of Resident Evil" src="http://ia.media-imdb.com/images/M/MV5BMTI5NzQ3OTI1NF5BMl5BanBnXkFtZTYwMDgyNTk5._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A special military unit fights a powerful out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident. (100 mins.)
36,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,36,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Star Wars: Episode II - Attack of the Clones,2002,Director: George Lucas; Stars: Hayden Christensen Natalie Portman Ewan McGregor Christopher Lee,<img height="209" width="140" alt="Image of Star Wars: Episode II - Attack of the Clones" title="Image of Star Wars: Episode II - Attack of the Clones" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTY5MjI5NTIwNl5BMl5BanBnXkFtZTYwMTM1Njg2._V1._SY209_CR90140209_.jpg" />; <img height="209" width="140" alt="Image of Star Wars: Episode II - Attack of the Clones" title="Image of Star Wars: Episode II - Attack of the Clones" src="http://ia.media-imdb.com/images/M/MV5BMTY5MjI5NTIwNl5BMl5BanBnXkFtZTYwMTM1Njg2._V1._SY209_CR90140209_.jpg" class="zero-z-index" />,Ten years after initially meeting Anakin Skywalker shares a forbidden romance with Padmé while Obi-Wan investigates an assassination attempt on the Senator and discovers a secret clone army crafted for the Jedi. (142 mins.)
37,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,37,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Treasure Planet,2002,Director: Ron Clements John Musker; Stars: Joseph Gordon-Levitt Emma Thompson Martin Short Roscoe Lee Browne,<img height="209" width="140" alt="Image of Treasure Planet" title="Image of Treasure Planet" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTQ0NDg3MjU2OV5BMl5BanBnXkFtZTYwODgyMDg5._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Treasure Planet" title="Image of Treasure Planet" src="http://ia.media-imdb.com/images/M/MV5BMTQ0NDg3MjU2OV5BMl5BanBnXkFtZTYwODgyMDg5._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A Disney animated version of "Treasure Island". The only difference is that the film is set in outer space with alien worlds and other galactic wonders. (95 mins.)
38,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,38,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Daredevil,2003,Director: Mark Steven Johnson; Stars: Ben Affleck Jennifer Garner Colin Farrell Michael Clarke Duncan,<img height="209" width="140" alt="Image of Daredevil" title="Image of Daredevil" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMzU3MDUxNjYwNl5BMl5BanBnXkFtZTYwNzQ3Nzc2._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Daredevil" title="Image of Daredevil" src="http://ia.media-imdb.com/images/M/MV5BMzU3MDUxNjYwNl5BMl5BanBnXkFtZTYwNzQ3Nzc2._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero. (103 mins.)
39,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,39,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Paycheck,2003,Director: John Woo; Stars: Ben Affleck Aaron Eckhart Uma Thurman Michael C. Hall,<img height="209" width="140" alt="Image of Paycheck" title="Image of Paycheck" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTczMzU5NDk4MV5BMl5BanBnXkFtZTYwNDQxNzc3._V1._SY209_CR10140209_.jpg" />; <img height="209" width="140" alt="Image of Paycheck" title="Image of Paycheck" src="http://ia.media-imdb.com/images/M/MV5BMTczMzU5NDk4MV5BMl5BanBnXkFtZTYwNDQxNzc3._V1._SY209_CR10140209_.jpg" class="zero-z-index" />,What seemed like a breezy idea for an engineer to net him millions of dollars leaves him on the run for his life and piecing together why he's being chased. (119 mins.)
40,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,40,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Terminator 3: Rise of the Machines,2003,Director: Jonathan Mostow; Stars: Arnold Schwarzenegger Nick Stahl Kristanna Loken Claire Danes,<img height="209" width="140" alt="Image of Terminator 3: Rise of the Machines" title="Image of Terminator 3: Rise of the Machines" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTk5NzM1ODgyN15BMl5BanBnXkFtZTcwMzA5MjAzMw@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Terminator 3: Rise of the Machines" title="Image of Terminator 3: Rise of the Machines" src="http://ia.media-imdb.com/images/M/MV5BMTk5NzM1ODgyN15BMl5BanBnXkFtZTcwMzA5MjAzMw@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A robotic warrior from a post-apocalyptic future travels back in time to protect a 20-year old drifter and his future wife from an most advanced robotic assassin and to ensure they both survive a nuclear attack. (109 mins.)
41,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,41,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,X2,2003,Director: Bryan Singer; Stars: Patrick Stewart Hugh Jackman Halle Berry Ian McKellen,<img height="209" width="140" alt="Image of X2" title="Image of X2" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNDk0NjYxMzIzOF5BMl5BanBnXkFtZTYwMTc1MjU3._V1._SY209_CR10140209_.jpg" />; <img height="209" width="140" alt="Image of X2" title="Image of X2" src="http://ia.media-imdb.com/images/M/MV5BNDk0NjYxMzIzOF5BMl5BanBnXkFtZTYwMTc1MjU3._V1._SY209_CR10140209_.jpg" class="zero-z-index" />,The X-Men band together to find a mutant assassin who has made an attempt on the President's life while the Mutant Academy is attacked by military forces. (133 mins.)
42,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,42,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,AVP: Alien vs. Predator,2004,Director: Paul W.S. Anderson; Stars: Sanaa Lathan Lance Henriksen Raoul Bova Ewen Bremner,<img height="209" width="140" alt="Image of AVP: Alien vs. Predator" title="Image of AVP: Alien vs. Predator" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTU4MjIwMTcyMl5BMl5BanBnXkFtZTYwMTYwNDA3._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of AVP: Alien vs. Predator" title="Image of AVP: Alien vs. Predator" src="http://ia.media-imdb.com/images/M/MV5BMTU4MjIwMTcyMl5BMl5BanBnXkFtZTYwMTYwNDA3._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,During an archaeological expedition on Bouvetøya Island in Antarctica a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon the team realize that only one species can win. (101 mins.)
43,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,43,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,The Day After Tomorrow,2004,Director: Roland Emmerich; Stars: Dennis Quaid Jake Gyllenhaal Emmy Rossum Dash Mihok,<img height="209" width="140" alt="Image of The Day After Tomorrow" title="Image of The Day After Tomorrow" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTU1NTA3NzMwOV5BMl5BanBnXkFtZTcwNzEzMTEzMw@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Day After Tomorrow" title="Image of The Day After Tomorrow" src="http://ia.media-imdb.com/images/M/MV5BMTU1NTA3NzMwOV5BMl5BanBnXkFtZTcwNzEzMTEzMw@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,Jack Hall paleoclimatologist must make a daring trek across America to reach his son trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age. (124 mins.)
44,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,44,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Hellboy,2004,Director: Guillermo del Toro; Stars: Ron Perlman Doug Jones Selma Blair John Hurt,<img height="209" width="140" alt="Image of Hellboy" title="Image of Hellboy" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTY3MDM0ODA3M15BMl5BanBnXkFtZTYwNDQyMzc2._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Hellboy" title="Image of Hellboy" src="http://ia.media-imdb.com/images/M/MV5BMTY3MDM0ODA3M15BMl5BanBnXkFtZTYwNDQyMzc2._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A demon raised from infancy after being conjured by and rescued from the Nazis grows up to become a defender against the forces of darkness. (122 mins.)
45,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,45,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Resident Evil: Apocalypse,2004,Director: Alexander Witt; Stars: Milla Jovovich Sienna Guillory Eric Mabius Oded Fehr,<img height="209" width="140" alt="Image of Resident Evil: Apocalypse" title="Image of Resident Evil: Apocalypse" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Resident Evil: Apocalypse" title="Image of Resident Evil: Apocalypse" src="http://ia.media-imdb.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,Alice awakes in Raccoon City only to find it has become infested with zombies and monsters. With the help of Jill Valentine and Carlos Olivera Alice must find a way out of the city before it is destroyed by a nuclear missile. (94 mins.)
46,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,46,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Æon Flux,2005,Director: Karyn Kusama; Stars: Charlize Theron Frances McDormand Sophie Okonedo Marton Csokas,<img height="209" width="140" alt="Image of Æon Flux" title="Image of Æon Flux" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTc2Mzg0NjA2N15BMl5BanBnXkFtZTcwOTc5NjQzMw@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Æon Flux" title="Image of Æon Flux" src="http://ia.media-imdb.com/images/M/MV5BMTc2Mzg0NjA2N15BMl5BanBnXkFtZTcwOTc5NjQzMw@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,Aeon Flux is a mysterious assassin working for the Monicans a group of rebels trying to overthrow the government. When she is a sent on a mission to kill the Chairman a whole new mystery is found. (93 mins.)
47,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,47,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Chicken Little,2005,Director: Mark Dindal; Stars: Zach Braff Joan Cusack Garry Marshall Don Knotts,<img height="209" width="140" alt="Image of Chicken Little" title="Image of Chicken Little" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTcwMjMwNTA3MV5BMl5BanBnXkFtZTcwMjk4OTgyMQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Chicken Little" title="Image of Chicken Little" src="http://ia.media-imdb.com/images/M/MV5BMTcwMjMwNTA3MV5BMl5BanBnXkFtZTcwMjk4OTgyMQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,After ruining his reputation with the town a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion. (81 mins.)
48,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,48,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,The Island,2005,Director: Michael Bay; Stars: Scarlett Johansson Ewan McGregor Djimon Hounsou Steve Buscemi,<img height="209" width="140" alt="Image of The Island" title="Image of The Island" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTAwNjk0NjM1ODReQTJeQWpwZ15BbWU3MDc1NjIxMzM@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Island" title="Image of The Island" src="http://ia.media-imdb.com/images/M/MV5BMTAwNjk0NjM1ODReQTJeQWpwZ15BbWU3MDc1NjIxMzM@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A man goes on the run after he discovers that he is actually a "harvestable being" and is being kept as a source of replacement parts along with others in a Utopian facility. (136 mins.)
49,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,49,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,The Jacket,2005,Director: John Maybury; Stars: Adrien Brody Keira Knightley Daniel Craig Kris Kristofferson,<img height="209" width="140" alt="Image of The Jacket" title="Image of The Jacket" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTUyMjEwNjE4M15BMl5BanBnXkFtZTcwNzQ5MDgyMQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Jacket" title="Image of The Jacket" src="http://ia.media-imdb.com/images/M/MV5BMTUyMjEwNjE4M15BMl5BanBnXkFtZTcwNzQ5MDgyMQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A Gulf war veteran is wrongly sent to a mental institution for insane criminals where he becomes the object of a Doctor's experiments and his life is completely affected by them. (103 mins.)
50,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,50,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Robots,2005,Director: Chris Wedge Carlos Saldanha; Stars: Ewan McGregor Halle Berry Mel Brooks Robin Williams,<img height="209" width="140" alt="Image of Robots" title="Image of Robots" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNDYyNjY1NjY1M15BMl5BanBnXkFtZTcwNjk5MDczMw@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Robots" title="Image of Robots" src="http://ia.media-imdb.com/images/M/MV5BNDYyNjY1NjY1M15BMl5BanBnXkFtZTcwNjk5MDczMw@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,In a robot world a young idealistic inventor travels to the big city to join his inspiration's company only to find himself opposing its sinister new management. (91 mins.)
51,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,51,http://www.imdb.com/list/ls051626175/?licb=0.8647028070408851,Sky High,2005,Director: Mike Mitchell; Stars: Kurt Russell Kelly Preston Michael Angarano Danielle Panabaker,<img height="209" width="140" alt="Image of Sky High" title="Image of Sky High" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTMzODg4MTc0NV5BMl5BanBnXkFtZTcwOTU0MzkzMQ@@._V1._SY209_CR40140209_.jpg" />; <img height="209" width="140" alt="Image of Sky High" title="Image of Sky High" src="http://ia.media-imdb.com/images/M/MV5BMTMzODg4MTc0NV5BMl5BanBnXkFtZTcwOTU0MzkzMQ@@._V1._SY209_CR40140209_.jpg" class="zero-z-index" />,Set in a world where superheroes are commonly known and accepted young Will Stronghold the son of the Commander and Jetstream tries to find a balance between being a normal teenager and an extraordinary being. (100 mins.)
